algorithm,collection,dataset,algo_training_type,algo_input_dimensionality,dataset_training_type,dataset_input_dimensionality,status,hyper_params_id,repetition,hyper_params,execute_main_time,execute_preprocess_time,execute_postprocess_time,ROC_AUC,BestF1Score,FalseNegativeRate,result_path,RANGE_PR_AUC,train_main_time,train_preprocess_time,train_postprocess_time,Recommendation_ACC
Torsk,OBSEA,2022-09-12_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1481.4526274204254,,0.0147922039031982,0.4882440661585101,0.2016072737632742,0.0035087719298245,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_21_26_24/results.csv,0.1355186311899402,,,,0.1980985018334497
AutoEncoder (AE),OBSEA,2022-07-01,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",10.19636583328247,,,0.2408062581710514,0.1968461534734644,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_10_17_19/results.csv,0.2128495100967043,21.43807339668274,,,0.1968461534734644
Torsk,OBSEA,2022-08-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",2215.132712364197,,0.0149905681610107,0.5442819820071094,0.1941110265752205,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_03_56_14/results.csv,0.1749213162956873,,,,0.1941110265752205
PCC,OBSEA,2022-09-06_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",10.803815364837646,,,0.8329301697530864,0.296747697101199,0.1037037037037037,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_14_12_36/results.csv,0.2080757758847045,,,,0.19304399339749534
Torsk,OBSEA,2022-01-20_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1009.4970231056212,,0.0163054466247558,0.8237008318617575,0.509852551242583,0.3206521739130434,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_04_18_19/results.csv,0.2883015559375184,,,,0.1892003773295396
Torsk,OBSEA,2022-02-25_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1054.966045379639,,0.0254263877868652,0.9493058233706132,0.6619671890823421,0.4777777777777778,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_18_24_55/results.csv,0.5212143172029805,,,,0.1841894113045643
PCC,OBSEA,2022-07-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",8.297911643981934,,,0.5268198024247079,0.2143285622436367,0.0317460317460317,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_11_09_57/results.csv,0.1800126724216154,,,,0.18258253049760498
HBOS,OBSEA,2022-06-03_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",15.925357818603516,,,0.8611729373124932,0.4635926294000195,0.284325637910085,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_02_43_04/results.csv,0.3277656448515021,,,,0.17926699148993447
AutoEncoder (AE),OBSEA,2022-07-08,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",,,,,0.4456137748461959,0.2668597434836574,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_17_39_44/results.csv,,,,,0.17875403136253853
PCC,OBSEA,2022-08-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",10.172430753707886,,,0.3460596792596349,0.1601689206185982,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_11_37_32/results.csv,0.3911935022854917,,,,0.1601689206185982
Torsk,OBSEA,2022-07-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1243.872632980347,,0.0217890739440917,0.6864310072523734,0.4951490640665892,0.3368421052631579,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_19_42_31/results.csv,0.281124306156198,,,,0.15830695880343132
Torsk,OBSEA,2022-09-06_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1032.277065038681,,0.0190784931182861,0.665166216563786,0.1839787023483668,0.0259259259259259,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_19_45_33/results.csv,0.1113173989190852,,,,0.1580527764224409
PCC,OBSEA,2022-09-12_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",11.174465894699097,,,0.2917109321614775,0.189651409693265,0.0374269005847953,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_15_40_39/results.csv,0.2775325282779707,,,,0.15222450910846969
HBOS,OBSEA,2022-07-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",14.68791651725769,,,0.6891471819285908,0.470257159565762,0.3242165242165242,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_03_52_14/results.csv,0.3980249231104971,,,,0.14604063534923778
Torsk,OBSEA,2022-09-02_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1668.5601806640625,,0.0164353847503662,0.7284297553519522,0.4967864892629525,0.3509316770186335,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_04_03_16/results.csv,0.3038068887341471,,,,0.145854812244319
PCC,OBSEA,2022-08-08_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",10.649007797241213,,,0.4299563407480138,0.1410720732337201,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_05_34_01/results.csv,0.128331056371559,,,,0.1410720732337201
PCC,OBSEA,2022-08-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",6.965721130371094,,,0.5843827822280317,0.1478536805198026,0.0083798882681564,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_20_34_59/results.csv,0.052725528471694,,,,0.13947379225164622
PCC,OBSEA,2022-09-07_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",14.166948318481444,,,0.3662287841752448,0.1375258324061715,0.0015748031496062,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_21_36_30/results.csv,0.3334082426478598,,,,0.1359510292565653
HBOS,OBSEA,2022-09-29_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",13.67686414718628,,,0.7017309334113665,0.3444776164849539,0.2098569157392686,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_02_29_07/results.csv,0.2674561317597546,,,,0.1346207007456853
PCC,OBSEA,2022-09-14_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",11.786313772201538,,,0.524382278585934,0.2095246210869075,0.0783289817232376,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_12_28_14/results.csv,0.2122787334784184,,,,0.1311956393636699
HBOS,OBSEA,2022-10-01_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",31.264509916305546,,,0.6052140246059511,0.1466556977226266,0.0192307692307692,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_14_42_51/results.csv,0.1744512091247828,,,,0.1274249284918574
HBOS,OBSEA,2022-10-14_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",23.95848679542541,,,0.9721853790963738,0.2373864100464183,0.1111111111111111,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_17_57_52/results.csv,0.0523860561036984,,,,0.1262752989353072
HBOS,OBSEA,2022-09-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",13.950181245803831,,,0.6968266302571261,0.2309122357596396,0.1064718162839248,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_18_20_53/results.csv,0.1087289034672774,,,,0.1244404194757148
HBOS,OBSEA,2022-08-08_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",18.73912525177002,,,0.499259820127455,0.158167600095284,0.0341614906832298,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_18_08_58/results.csv,0.1434602289089959,,,,0.1240061094120542
Torsk,OBSEA,2022-09-07_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1635.8877317905426,,0.0151317119598388,0.9123736640977342,0.537179152481048,0.4141732283464567,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_21_37_31/results.csv,0.3032324211714174,,,,0.12300592413459127
HBOS,OBSEA,2022-07-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",9.877410888671877,,,0.6760409511325274,0.3799889901488961,0.2589473684210526,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_03_58_15/results.csv,0.4063746216099834,,,,0.1210416217278435
Torsk,OBSEA,2022-04-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1080.0792400836945,,0.0242033004760742,0.9804552682082216,0.6025592414922075,0.4835164835164835,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_04_26_35/results.csv,0.4333108714897014,,,,0.119042757975724
Torsk,OBSEA,2022-09-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1422.099265575409,,0.0252759456634521,0.3347204750974397,0.1179791853707445,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_02_51_22/results.csv,0.0782481057627358,,,,0.1179791853707445
HBOS,OBSEA,2022-09-06_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",18.9060161113739,,,0.4659146733539094,0.1164786269506357,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_23_40_06/results.csv,0.1654036309170702,,,,0.1164786269506357
HBOS,OBSEA,2022-08-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",10.4013991355896,,,0.3279093073835648,0.1127726010070048,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_20_35_59/results.csv,0.1579330910034658,,,,0.1127726010070048
HBOS,OBSEA,2022-09-08_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",11.692730903625488,,,0.7625829973555295,0.4798107406584734,0.3696969696969697,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_02_22_05/results.csv,0.4013910783630402,,,,0.11011377096150371
PCC,OBSEA,2022-09-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",11.590221881866457,,,0.8159895211732768,0.3466631453464263,0.2400835073068893,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_02_49_19/results.csv,0.1971686941287453,,,,0.10657963803953699
AutoEncoder (AE),OBSEA,2022-09-20,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",16.326534748077393,,,0.4204962539239912,0.1036327861715071,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_01_41_10/results.csv,0.123091494846912,34.89835596084595,,,0.1036327861715071
PCC,OBSEA,2022-09-18_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",20.212212562561035,,,0.3049089361386164,0.1014403397213652,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_17_12_02/results.csv,0.0684009688815875,,,,0.1014403397213652
HBOS,OBSEA,2022-05-06_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",15.042847871780396,,,0.7132653107202077,0.5420510787428772,0.4423076923076923,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_13_24_17/results.csv,0.3781128489682401,,,,0.09974338643518488
HBOS,OBSEA,2022-10-06_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",20.130471229553223,,,0.5895549153059377,0.1188519290881554,0.0196078431372549,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_17_43_44/results.csv,0.1051996473907256,,,,0.09924408595090049
