Algorithm,Accuracy
COPOD,0.6780860934334093
COPOD,0.2142139771443601
COPOD,0.2494614879805603
COPOD,0.5167343651631631
COPOD,0.6648682999198036
COPOD,0.8631872760202063
COPOD,0.6830128695148842
COPOD,0.6312394183473108
COPOD,0.6673272374139092
COPOD,0.8444514537511298
COPOD,0.6544802595838966
COPOD,0.999995000025
COPOD,0.999995000025
COPOD,0.9911795412509566
COPOD,0.999995000025
COPOD,0.9897640739189718
COPOD,0.999995000025
COPOD,0.9853746029965532
COPOD,0.6963717049809822
COPOD,0.9945839336677798
COPOD,0.9978492017531152
COPOD,0.999995000025
COPOD,0.4521350229175128
COPOD,0.6484588885039646
COPOD,0.3733368000165897
COPOD,0.6163521905889318
COPOD,0.6562073683133259
COPOD,0.999995000025
COPOD,0.6503612162616731
COPOD,0.0678362257270913
COPOD,0.0590401846407239
COPOD,0.2308651065688705
COPOD,0.0
COPOD,0.3424432050750197
COPOD,0.0124473236503173
COPOD,0.1871735122933483
COPOD,0.0
COPOD,0.2435752164958346
COPOD,0.2099958771334191
COPOD,0.4085286349786778
COPOD,0.2154756044531044
COPOD,0.4066053395180628
COPOD,0.6571295635689857
COPOD,0.4187808107709121
COPOD,0.0
COPOD,0.0
COPOD,0.5359622402334175
COPOD,0.0
COPOD,0.5219805577813409
COPOD,0.1507264064742464
COPOD,0.0
COPOD,0.0
COPOD,0.0549041568257685
COPOD,0.0
COPOD,0.1312762730084368
COPOD,0.0
COPOD,0.3388695735053018
COPOD,0.5248381982226117
COPOD,0.0
COPOD,0.1743645158521926
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.2582083889216538
COPOD,0.0821812282886437
COPOD,0.0
COPOD,0.2629657886140419
COPOD,0.0
COPOD,0.2100333680094691
COPOD,0.4886128469766095
COPOD,0.723922674625889
COPOD,0.0
COPOD,0.2982337521293054
COPOD,0.0
COPOD,0.3538152500260927
COPOD,0.3546728824607801
COPOD,0.28870056803048
COPOD,0.3518902978591957
COPOD,0.0
COPOD,0.3454200096209243
COPOD,0.0
COPOD,0.106989370161826
COPOD,0.0
COPOD,0.0406510412223002
COPOD,0.2762983710769278
COPOD,0.0
COPOD,0.0
COPOD,0.1723373602069164
COPOD,0.5526071400409382
COPOD,0.0
COPOD,0.0689223295592559
COPOD,0.0298279534077889
COPOD,0.2292081128126742
COPOD,0.1297329088040493
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.001698606858266
COPOD,0.2551987944917084
COPOD,0.1536659595779386
COPOD,0.0442740656028192
COPOD,0.4852802853010191
COPOD,0.450439423485186
COPOD,0.4191035686158256
COPOD,0.0
COPOD,0.0
COPOD,0.3916699085585313
COPOD,0.3586636164666939
COPOD,0.3283078290025628
COPOD,0.0
COPOD,0.5939027365124465
COPOD,0.0
COPOD,0.0
COPOD,0.0179182005687447
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0755851710624332
COPOD,0.0
COPOD,0.0
COPOD,0.2010608022096403
COPOD,0.0
COPOD,0.0143605612068789
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0883636685799003
COPOD,0.0
COPOD,0.0
COPOD,0.5407733864067815
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0465420040628071
COPOD,0.1092453269026027
COPOD,0.3082088604812236
COPOD,0.0
COPOD,0.0
COPOD,0.4528570931280467
COPOD,0.0512038683220813
COPOD,0.1732293648574781
COPOD,0.0
COPOD,0.0165351673679371
COPOD,0.0
COPOD,0.0345496311268244
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.3795557916936435
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.5720389265177719
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.106380493712217
COPOD,0.0654937312431344
COPOD,0.2814502199835844
COPOD,0.0
COPOD,0.3947320788100049
COPOD,0.3840223367293612
COPOD,0.2671450670674324
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.1654341521859775
COPOD,0.3386729779292824
COPOD,0.0
COPOD,0.1770447453187352
COPOD,0.1537347237203095
COPOD,0.0
COPOD,0.069693664346164
COPOD,0.1084522086923816
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.049492359757234
COPOD,0.0
COPOD,0.0743180292747965
COPOD,0.0
COPOD,0.0
COPOD,0.0890061239766898
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.8375449356395261
COPOD,0.0
COPOD,0.9499076508925608
COPOD,0.8707472251323953
COPOD,0.6225545007007685
COPOD,0.6180758967667075
